,value
0,128.87406531223203
1,127.03267941444508
2,128.2257688493968
3,126.2382084807887
4,126.61320732239191
5,130.50451721728749
6,137.94501949094283
7,144.70407387096694
8,141.81028087790128
9,147.33566281090927
10,144.46384716005522
11,143.1355624813976
12,143.95042808030922
13,141.73967170008922
14,142.49608979999627
15,140.37789743215237
16,146.95796131623158
17,149.58702683941706
18,154.28421137595606
19,156.44516758873377
20,156.29793685088558
21,149.4323788571
22,144.08986139165236
23,137.33468567783785
