,value
0,111.2002697345544
1,111.7312441464682
2,117.24358838826818
3,115.32758622863705
4,115.7361430302248
5,117.09062020004706
6,126.3869838234523
7,137.2307766423033
8,135.98284236225476
9,142.74320813730677
10,133.29681206337898
11,131.164429825079
12,133.26261615941473
13,132.6331717644769
14,133.45133637680954
15,133.17547043463134
16,135.94863464435105
17,145.6028047426179
18,155.36106588948596
19,152.65624794044254
20,149.3300974996685
21,146.46520275892155
22,142.10784195069783
23,131.61067565819033
