,value
0,260.9702697756892
1,254.6894876338653
2,251.3074365424596
3,251.96727987330252
4,253.10121226501911
5,252.97357110996447
6,255.0939402608956
7,263.3780716127738
8,270.38298668267686
9,278.17181789766846
10,283.1378395201929
11,287.1891258498072
12,280.7009373088792
13,276.4989987008269
14,275.42910177669796
15,272.42828198460467
16,274.86792513792267
17,275.5026460551633
18,276.4977021055544
19,274.6079299270942
20,270.2565437653884
21,267.08274202052996
22,262.00892018598023
23,260.8090080261513
