,value
0,256.67680187742246
1,253.43287575723963
2,254.72208683185477
3,254.14798703073055
4,253.0960224184581
5,255.73689728741456
6,263.5991474142105
7,270.771695837472
8,270.63582695961276
9,270.5918615720854
10,266.21357400612555
11,266.98570731721964
12,271.13440767684125
13,270.8338676579835
14,272.32152276975387
15,274.0712708101256
16,273.2978473144293
17,271.6114537754157
18,271.47740801148694
19,269.46233575657163
20,264.0732990241659
21,259.0550984757364
22,254.11161886960065
23,250.55912148241796
