,value
0,113.61581532199745
1,107.75046971110032
2,106.15709230781452
3,106.90927969823132
4,109.91765065673935
5,111.0582036121354
6,109.27228684741613
7,109.77297819351725
8,113.20179557256056
9,119.16577599522658
10,121.75695073580567
11,122.44779593338144
12,124.87901732028426
13,124.40091856131704
14,122.01558592724729
15,121.57109400880428
16,119.4553483981698
17,127.31837120500388
18,123.7208211329454
19,128.65891552604188
20,128.5968801434433
21,124.24226760847934
22,118.12135766726632
23,114.75878548420914
