,value
0,216.16226432340736
1,213.10164150090264
2,213.58156017550888
3,213.10530694157345
4,210.70228110309583
5,211.2476625418845
6,215.31300111968636
7,215.45074805883073
8,220.36656265469372
9,226.9543191084088
10,228.982081050156
11,229.4531455843116
12,231.3662642324939
13,226.32048438324716
14,222.42939456960104
15,223.70499242388007
16,225.45387617405095
17,228.41143669625137
18,228.26635613740487
19,231.87751098830557
20,228.9424627471464
21,224.67521243460493
22,218.46635052467556
23,212.36516970684093
