,value
0,119.46213061598912
1,115.49239889391173
2,114.60771965670564
3,119.04695026306996
4,115.87071979284352
5,117.89246547715922
6,121.52054974926432
7,124.04083191583813
8,130.2440227626749
9,133.13750420110438
10,137.44824377503156
11,139.19478694971303
12,141.22381754615142
13,138.5411051874582
14,136.11926633448596
15,141.34611124749063
16,139.83626814948562
17,141.3930881227436
18,144.96904564590514
19,147.66436777969264
20,143.73675127132992
21,143.15055922048265
22,141.36297001267073
23,135.10966029162722
