,value
0,126.55220294446572
1,126.561594205802
2,126.62395614385424
3,131.15065211498916
4,128.26100664671526
5,128.81147637160768
6,134.99913448436885
7,142.55304578878236
8,138.05846492774145
9,133.45104547524917
10,133.28717078448085
11,133.3300104501906
12,135.64798383868322
13,136.6871565390259
14,131.0752976875773
15,130.87607326334174
16,136.03182374437932
17,139.8550351083327
18,148.55516426450777
19,152.64105363601973
20,148.0983524941457
21,144.36503242553704
22,136.95388431554073
23,129.4014418382534
