,value
0,193.21202313493075
1,191.7791243835773
2,188.87710737545893
3,187.72179585989952
4,188.63574134587336
5,187.65430213586933
6,189.09253932368924
7,193.32532758962589
8,199.4583162643784
9,205.9909674215783
10,210.902370315266
11,217.30375421614085
12,215.48750479288853
13,213.7041614472566
14,209.17103717957025
15,209.700126692261
16,210.33033233782783
17,216.9339438078688
18,214.15240115077088
19,215.30610214359723
20,213.66233903780508
21,211.28133907800645
22,206.2578060664342
23,199.9656271055327
