,value
0,114.2574150962286
1,112.62680201693824
2,111.5371871924843
3,112.46202214124612
4,111.09458824607938
5,110.07099906620438
6,118.3533733810875
7,128.3006055609192
8,130.47129321200913
9,133.8114874630518
10,133.46329637009063
11,131.17689247083206
12,131.8681836641225
13,132.69538587177425
14,132.99300427647918
15,134.44229354228742
16,135.40630373105245
17,140.3582271144347
18,144.94262601507168
19,141.64708469279728
20,139.40348797447456
21,136.04387756102548
22,133.5912487344651
23,128.86760634776343
