,value
0,224.529173333905
1,225.56484618899327
2,222.99800327607335
3,221.89920781499617
4,221.5363669296809
5,225.86480471273688
6,233.8050712368214
7,246.71531979248215
8,245.82644784455056
9,249.3464891429305
10,239.80116717493976
11,229.69112838757604
12,232.0551214988102
13,222.9313434462827
14,221.38205484198704
15,225.34796994697817
16,229.3841658254874
17,230.6556931960414
18,235.26337820310292
19,241.71972860580755
20,242.9154373139914
21,236.6861527607584
22,230.8571947685815
23,222.70143407682272
