,value
0,247.4216804114452
1,248.6551312100512
2,244.575013713291
3,243.43613248953383
4,243.82662854040737
5,247.0962615687399
6,254.14278495219017
7,266.31718777838955
8,277.37485691598283
9,283.3048656044598
10,270.55022989045307
11,268.6371743211472
12,262.1029046975149
13,258.17934674524236
14,256.0138672037191
15,253.460704846011
16,256.4077995953781
17,268.26889862402396
18,275.8566149784039
19,274.7781265063332
20,270.5517345364072
21,267.53207097868625
22,266.0386929492234
23,255.3650518713344
