,value
0,172.241244393131
1,168.04771481763757
2,166.57976569637398
3,170.84876543798882
4,171.06222341877415
5,173.74356433706123
6,177.654193128813
7,180.2288824781096
8,185.4805273784124
9,193.0717902417171
10,195.1275374718965
11,197.0399110045353
12,199.64374184914223
13,193.4406389148555
14,185.9289131575759
15,182.74404332462905
16,184.62321964520257
17,186.6500467861895
18,194.8216761356711
19,196.462489883184
20,194.7024660988737
21,190.25449185672647
22,185.47119796081236
23,180.17705599652183
