,value
0,187.23807695184385
1,186.2856316910774
2,187.22260143322637
3,194.72981326562132
4,197.4056521640955
5,197.08770854583057
6,199.25191904092188
7,196.47546332473564
8,193.4029352800019
9,191.2643011370658
10,195.71907337832243
11,196.1121569748708
12,193.98306750196656
13,195.08170296938013
14,201.7178069185944
15,194.82668440143385
16,196.98442110761255
17,193.9069885881785
18,188.80655435390312
19,186.07675636863985
20,185.4983411847922
21,187.4687728203578
22,193.42291213508744
23,187.6676811382056
