,value
0,213.3187458498639
1,211.35323394092745
2,213.1315277817833
3,210.63770237396923
4,209.19631469013683
5,211.53079904116507
6,221.62853046642937
7,231.8163684957157
8,221.85102975447035
9,218.60054209254
10,212.12760136212304
11,208.0342207068908
12,203.90666933830727
13,203.21792158298604
14,198.0382871343049
15,201.06148896412952
16,201.92110237780173
17,202.8480618994354
18,212.14563873489124
19,215.39366862476857
20,211.09688153861512
21,208.1425426358366
22,208.76110826431025
23,202.78384835926784
