,value
0,235.8906533297907
1,235.16690393239065
2,230.65706742046893
3,230.066030933574
4,229.5103380339704
5,232.23154455156464
6,242.14315341955808
7,253.4786058948548
8,259.73080409481975
9,267.09083947387364
10,261.1601294838537
11,255.2439239972519
12,255.71557299424805
13,251.49007350392833
14,255.0833297048615
15,250.16933217333357
16,251.002097192797
17,256.0421439415309
18,264.5269997502154
19,266.25486206594013
20,266.32484726430215
21,254.51868442237844
22,251.4945845642064
23,242.1668113101009
