,value
0,170.8791134725143
1,171.00802654065558
2,173.9290355031219
3,171.57158116838428
4,174.2570629661901
5,173.83742231023638
6,184.31433949836943
7,194.75669674314256
8,192.0072632822551
9,193.77426279033108
10,186.9920807414182
11,183.65458779017524
12,183.56914438806103
13,183.0318684080873
14,182.22524099624957
15,181.75590126386336
16,181.3442640161295
17,186.29573262092163
18,201.70980859877355
19,211.57866219830856
20,206.22437652500932
21,203.21334230659951
22,200.1916853022829
23,187.64772292520587
