,value
0,108.25055230325296
1,104.80019509665104
2,103.69898350512165
3,104.86141291759289
4,103.7255317967707
5,105.06476915551022
6,105.99226110845906
7,109.73485320497764
8,110.70736363420534
9,115.1729782288847
10,116.98651870707948
11,123.58202763975972
12,117.42500134653628
13,113.65729344674284
14,113.37705842029024
15,114.79106767593068
16,116.4745434631031
17,117.53318418159118
18,121.0130261161825
19,122.5512540754866
20,123.46975197601375
21,123.1573891612158
22,112.5588334953985
23,104.06010125138953
