,value
0,270.76409967026643
1,269.2880865997623
2,264.48810267461
3,267.61367028945125
4,269.1294939536712
5,266.9481955714233
6,275.1288603790973
7,293.4728258805771
8,289.9767515991019
9,282.25323097962234
10,280.86988044443046
11,278.36419305274677
12,276.0030641832331
13,280.7540741682118
14,277.8614790273608
15,274.68780428543397
16,282.5528491369462
17,290.5341971885776
18,283.2872161437904
19,278.395911893954
20,277.5730759575852
21,269.2923528105389
22,266.47817647453815
23,261.02682033440175
