,value
0,225.2086415412993
1,221.90582373618727
2,222.68554095894112
3,218.7910853304025
4,219.19949453547463
5,221.1359201021694
6,228.97991105951468
7,235.26129280873337
8,242.9615083433243
9,242.0658318949748
10,239.04098032606
11,240.68930285634823
12,239.73269584304515
13,240.61610368278653
14,242.14325454521045
15,241.801199158208
16,240.9975913401503
17,243.5879676424456
18,245.1320483179125
19,245.60291170630148
20,242.0542517663012
21,245.1173309703765
22,244.180271245603
23,236.84031990850067
