,value
0,219.8118355297578
1,219.8345109444387
2,215.9814494509901
3,213.16302304071945
4,213.25655984084955
5,217.0356678216807
6,223.76316112252755
7,235.4192202687776
8,237.11445591594173
9,235.5383115123574
10,227.2033296169703
11,228.6922226867456
12,222.813463076446
13,213.08909324569723
14,210.38468698944547
15,212.41806722450983
16,217.6292102420826
17,225.19615646387035
18,229.9656094946276
19,231.3238207280453
20,231.348472450114
21,235.14240896024864
22,226.80136607494592
23,218.97421356538132
