,value
0,140.8880104120009
1,133.99446514291645
2,131.30827383332738
3,131.1728737317241
4,132.86990685356747
5,130.08028912658682
6,130.47838286414282
7,131.42486627715775
8,134.63447774162117
9,139.77866556479702
10,135.80502524245787
11,135.3730103971975
12,134.82560950555302
13,133.48949679806844
14,137.08856460302312
15,133.10294540035605
16,130.53987633980864
17,136.0168231543391
18,139.23240787780915
19,142.32175462458568
20,138.85942070077584
21,135.58519689406077
22,130.02766479374765
23,125.22325894146049
