,value
0,123.2996546579274
1,121.72692173978092
2,120.6639790812833
3,125.18939962782255
4,123.16339447784244
5,124.01463376796552
6,126.83128568476788
7,131.6250487749116
8,132.22687717661432
9,140.948150789773
10,146.2585785038329
11,149.0021888397927
12,151.69446215433624
13,155.23934379842947
14,152.5297114504027
15,152.1755149632513
16,154.97622056686163
17,157.03380631038178
18,154.0851473035407
19,155.91680823096675
20,152.2934451646119
21,149.17294066720362
22,144.73494615997168
23,135.63873962412913
