,value
0,220.72506905801757
1,218.00925058261905
2,221.95810674438547
3,218.7569160996271
4,217.52722606544168
5,216.34055715944183
6,212.33634608021245
7,211.44340517199177
8,215.31798835678856
9,222.13753703607225
10,228.7347663258816
11,233.56196030876788
12,233.57622352977552
13,238.89386030863568
14,244.39104903521937
15,239.02021797096248
16,241.87151191337185
17,246.7971751894456
18,246.3863175220971
19,244.5266814956366
20,246.5891914898487
21,242.1068471525052
22,232.66448682876657
23,225.90316350331597
