,value
0,133.43172471576025
1,133.43685078559307
2,128.52446689237254
3,129.59478151967875
4,132.10602435293842
5,129.99784232558355
6,130.8203983919386
7,132.64034511245762
8,140.48824288004843
9,145.27066960095294
10,145.40143650614695
11,148.71354257679874
12,144.98591491275795
13,146.98210427616215
14,140.51538373276125
15,140.42255622775835
16,141.37371156885985
17,147.0155848254423
18,144.9688453624325
19,142.48972340770533
20,139.3560473075012
21,139.91742586497014
22,135.26505433120923
23,136.421412263267
