,value
0,198.6654761593104
1,196.6963413519643
2,198.3919934150754
3,197.3110369278845
4,196.14403395035092
5,198.8820592244552
6,207.38752057394504
7,222.33912649971296
8,217.51353301763567
9,209.36684734745432
10,206.57494901197157
11,201.0411565958124
12,199.055557984133
13,188.73467719395103
14,190.22142788506392
15,206.53892029051588
16,212.16907100992856
17,223.50020411792323
18,228.72876079449227
19,232.6267765023175
20,227.51831451138244
21,223.3389351108211
22,220.2370518794542
23,208.77164619360815
