,value
0,126.97001960739208
1,124.69479129307474
2,124.71002823245256
3,125.59608268071878
4,128.95063293113253
5,127.08857320642466
6,130.45926054949882
7,140.96473593479044
8,143.69974322615585
9,140.4162343978955
10,135.65490431787833
11,133.4686016241714
12,134.51839315891527
13,133.8163901755022
14,142.50155700317077
15,137.4899174813313
16,140.00180842978173
17,140.14142399745913
18,141.96797748086587
19,142.64190443918898
20,139.41159755884055
21,134.6106493633388
22,132.7871112677286
23,130.9222215337356
