,value
0,199.7534876382464
1,199.28800367178252
2,199.41052431014185
3,195.69993951755444
4,194.2416879907628
5,197.7892433838043
6,205.27187996735245
7,217.2427973084976
8,219.26162729837372
9,225.26080201876488
10,221.143202379847
11,220.9744997023721
12,214.82423413724507
13,214.88586385991985
14,208.9469169125912
15,211.7168866975542
16,216.5680073697623
17,222.94727677337465
18,234.35285725195655
19,239.8814889444483
20,238.29272117778868
21,235.7798246045043
22,230.4011872048377
23,223.20702249845988
