,value
0,195.16149533738857
1,195.0266206341371
2,192.08594478797767
3,192.723457191058
4,196.1939812660328
5,196.461311773613
6,198.67940657285752
7,204.5850519715264
8,211.70604265315347
9,214.86636169586856
10,219.266465120629
11,221.64801531667143
12,219.49621514217827
13,219.8980258514718
14,212.7305228430115
15,211.81047003479216
16,214.53985399843788
17,211.95044538752535
18,213.3358989316228
19,212.44089092450892
20,209.59836472781524
21,207.41343886452225
22,206.30449736925897
23,198.62003869476683
