,value
0,109.4804132169815
1,108.18989715129364
2,109.10487262695256
3,107.74003407440426
4,107.88520654912377
5,110.86169963731146
6,120.7845715891708
7,126.47171051272174
8,119.82808422316384
9,115.92728927356184
10,118.38793081625136
11,113.701726408771
12,114.38824598241112
13,112.31540707632278
14,110.1571271699846
15,115.9255230409368
16,118.38941102925271
17,118.44035036205482
18,124.57529315460414
19,131.0235310809558
20,123.06549216059778
21,125.99184611844088
22,120.60161649099234
23,110.13581573945116
