,value
0,211.41498278921637
1,211.44558081367504
2,212.27758771966904
3,208.91593001607265
4,209.53958108360175
5,213.9229126737371
6,222.0019304998619
7,234.73030443118685
8,230.93124126670125
9,233.41924720046887
10,235.69855511125337
11,229.9835799557825
12,224.95451170827835
13,218.622035135442
14,221.26287057864633
15,224.969121199378
16,223.70220675754896
17,231.73631055093145
18,238.3508658022028
19,238.99458920425025
20,238.22760524739135
21,237.72514744715264
22,233.3457042143729
23,221.8326738682019
