,value
0,124.69819988674224
1,121.15065301575402
2,118.99855022876858
3,114.6254023118132
4,113.753119768095
5,116.13370490541932
6,117.26688128449511
7,117.58864279797534
8,120.68952423214256
9,129.0638441425437
10,126.35864896686935
11,128.86863305047692
12,125.39091149096458
13,123.24089131021204
14,125.931570667676
15,122.02912494248032
16,123.0018940649079
17,122.17058387542446
18,120.95213954810112
19,121.7905607473006
20,124.74989589687992
21,124.64537266657064
22,122.38368741115316
23,119.87072378123956
