,value
0,197.60524502352723
1,201.35195474471695
2,205.6841560300576
3,203.93858840697587
4,205.13539849784664
5,210.50609609893868
6,214.3795416359905
7,211.74849450168577
8,209.04456851092172
9,214.18726065346985
10,214.56065222606856
11,218.99503485584896
12,219.19978065029028
13,212.57477159685268
14,209.55665584191368
15,208.9154958477691
16,213.9993829466586
17,218.7157593909477
18,216.69028659702695
19,212.14777258272116
20,209.42337393298504
21,210.0346271002542
22,210.1159551467395
23,209.94402816043228
