,value
0,233.85456672530324
1,228.63485264248968
2,229.38241021969793
3,230.09628316964557
4,230.82321382777224
5,237.6051429594072
6,246.6128701223372
7,247.0887065246257
8,249.0441621671761
9,253.7553189939419
10,258.7443624011859
11,264.3357691579839
12,266.14227955890954
13,262.7275971348267
14,265.33689938485554
15,267.1118658135465
16,268.63933410734825
17,275.84661642641873
18,276.49335516989066
19,278.8086819753635
20,278.1988566638798
21,275.74541726614274
22,269.2963577343468
23,263.71695397013315
