,value
0,197.1461031797418
1,195.304985521123
2,191.3611633400077
3,191.49798609345103
4,194.2635039210487
5,190.73321848434017
6,191.08964370508693
7,195.07301256588863
8,200.70632272078723
9,200.58042363768945
10,201.50516193175469
11,201.91757083978555
12,200.9229096565059
13,192.78300345362425
14,187.71847793256873
15,187.31029193528408
16,191.10816853364776
17,187.8864647348183
18,189.3056108883485
19,192.3622090290261
20,188.54389312500328
21,187.014983985124
22,185.804602362807
23,181.9072823140676
