,value
0,252.48329651590137
1,249.46697889953955
2,250.51864958480223
3,247.28775805596413
4,247.45056605483268
5,252.01314625642257
6,261.16764641559513
7,271.49960371334424
8,264.019400623092
9,266.5743579425009
10,263.98680136034943
11,275.08305900366224
12,271.984570802398
13,268.7714145543193
14,271.7106941351262
15,267.765453818865
16,270.7267236791596
17,272.3403755658767
18,277.30097264553666
19,279.7553887672119
20,277.6876913148367
21,270.6896295221477
22,267.1762041328471
23,264.6474106793037
