,value
0,157.34077693489098
1,155.96591845532996
2,157.10266515302007
3,154.4379729887552
4,155.2199699205977
5,159.01394545389226
6,166.01294295271643
7,172.41957712736755
8,167.7443717897245
9,173.65739617538324
10,166.87685278579957
11,168.556154191093
12,167.98726255365548
13,164.5180670884545
14,164.0061978508008
15,169.7629829528609
16,167.66323156433083
17,171.30156643920796
18,180.38190503238903
19,184.9378739661153
20,182.66062055535136
21,175.12252948928128
22,167.22683321679202
23,159.47935255810148
