,value
0,217.14976666218536
1,216.05043244125713
2,218.73040508168947
3,218.83750518703425
4,221.85098207494497
5,220.98520373799013
6,224.13041399487352
7,234.30307445945704
8,233.27317195591544
9,236.7318859276389
10,225.81143189474415
11,219.37942392908636
12,216.77059378591764
13,214.65427965152804
14,216.86201358546833
15,214.62200461769729
16,214.77400964362872
17,219.67751489841228
18,219.77761967465557
19,221.57344028957817
20,221.2044056387452
21,220.3235465420767
22,212.7623194837145
23,206.1815314591946
