,value
0,137.84329964036905
1,136.24449721033997
2,135.3871216868184
3,140.3552368990241
4,135.92955177729394
5,138.5742437459882
6,145.6915325878557
7,159.02684626864072
8,155.5901341106043
9,153.31259348789237
10,150.96718618230815
11,148.9111793400096
12,148.6326248635689
13,144.0341422250208
14,141.27140548896182
15,147.11088948020395
16,147.0157855884043
17,149.59807288298578
18,149.82536421812944
19,151.7110613340993
20,154.45096536694953
21,154.75120592008338
22,146.72570955198506
23,137.8318281657422
