,value
0,110.03819142605356
1,107.70554580766166
2,106.32088860409552
3,105.25663374747968
4,105.36818339743908
5,110.42656290428214
6,115.36652763353634
7,123.73164604935934
8,122.38847262377745
9,122.93304510605678
10,121.9051142566296
11,118.24785788755466
12,120.93239437363869
13,120.9848199659262
14,116.44009515269336
15,117.97087639987872
16,122.74954054162636
17,125.11026433295916
18,134.30982910018847
19,137.77546250180586
20,134.01451288548336
21,130.77887488192596
22,124.81090016629882
23,117.50353263646063
