,value
0,103.59358333999204
1,99.12678502782045
2,98.67063826325094
3,100.32683168496966
4,105.34006400410532
5,101.12609642850188
6,104.17436094060992
7,108.80210572851529
8,113.55144591862984
9,112.29096705595389
10,109.81341964821031
11,110.94853718869732
12,112.0149880525982
13,109.96712331345542
14,109.59392396535532
15,110.11242765308202
16,109.94242096320588
17,109.71949381259624
18,114.04663509731108
19,114.61334006244208
20,112.30169339255944
21,108.55970298112226
22,104.67909277750242
23,97.26461179360014
