,value
0,172.15204920684303
1,168.4080994080811
2,167.52084559562778
3,168.42198356813122
4,167.18525738724435
5,163.43373684235283
6,172.046437341391
7,183.5073906556779
8,180.07510581898492
9,175.71698246264336
10,172.19981290415743
11,176.87859127252102
12,178.38265806902191
13,172.80480495687013
14,177.31779635304312
15,177.12513482145278
16,175.6509198459595
17,177.74166238903732
18,184.09899726312025
19,181.0613231916572
20,187.18635292457412
21,181.5498059580904
22,181.00266529545817
23,175.51383753859923
