,value
0,112.57283141624345
1,114.5257940360638
2,115.93348336605996
3,117.35990169275746
4,114.6115018800861
5,115.38911726976512
6,119.59147896413288
7,127.57684650362953
8,117.39190631452708
9,112.43085211694392
10,112.13077401517036
11,110.84257595133784
12,110.81370620757792
13,111.47878831223984
14,108.84938063705276
15,111.43820826325104
16,113.60343397754484
17,116.33065288355164
18,120.30394511175749
19,121.88868331399895
20,122.78362487456468
21,120.67399753527148
22,116.9019607985702
23,112.38562727930012
