,value
0,215.8596604779807
1,214.9092654561669
2,221.67786114188235
3,219.5582442187404
4,220.87642832509357
5,225.34349398373055
6,236.72087374761873
7,247.3660432135268
8,245.18511170644848
9,238.31863835788377
10,229.2455416007798
11,226.1735922950197
12,225.8297026215001
13,223.33803930947033
14,227.47625948469192
15,230.80844802500928
16,231.70983530973257
17,234.5591153231363
18,237.92895996723448
19,240.6757333368729
20,242.3708817406633
21,243.27944212794335
22,238.588841875419
23,233.1702548274045
