,value
0,237.1653270926216
1,228.58394497028883
2,225.91577888445877
3,223.15498134663144
4,224.09988598832285
5,225.18987366551363
6,224.4996827973464
7,228.2522935754467
8,233.31004369313683
9,240.601648024613
10,251.35478190519893
11,258.2046474963234
12,255.06150215590264
13,255.92029482481453
14,256.62627552866127
15,261.9426273795748
16,262.82485815827783
17,250.10657711351772
18,240.08347893101543
19,236.08599507867808
20,227.17107983780576
21,225.80599057821937
22,227.11212612128617
23,222.8739909144885
