,value
0,235.5321986203455
1,233.58272347061765
2,228.99389948361505
3,226.4908282838509
4,227.40993929888717
5,228.1239041596681
6,232.48534045975265
7,231.68222468621403
8,239.9587133531484
9,250.0500739795403
10,255.37369962799755
11,256.67135899836103
12,260.14138529168395
13,260.510296588281
14,256.39990619698364
15,260.03379025344566
16,262.7754902278707
17,268.85760569196043
18,267.01115685613877
19,265.05410505363557
20,262.7718938209098
21,259.87122376068396
22,256.16681682127154
23,253.59636073256092
