,value
0,219.9985791256752
1,216.54568128108508
2,215.4200454163877
3,215.61021498782088
4,220.03365293546847
5,220.57696856359172
6,227.58123222174584
7,240.93512296101295
8,240.7031706651516
9,235.0531629687775
10,232.69664734878833
11,236.15117791729543
12,234.5861546575008
13,233.14133277307815
14,234.6787647323891
15,237.1398365125358
16,240.00076060889097
17,244.11503954797476
18,249.5874907240868
19,251.5433148883885
20,245.05254685694325
21,237.65844670403
22,231.93504458140285
23,226.14319303159652
