,value
0,103.5025289568016
1,98.64780634603994
2,98.32235611377716
3,100.4499480992668
4,104.86370684414878
5,102.57824334526106
6,105.48615352882452
7,111.35716352594676
8,112.32122987501596
9,107.26420129864027
10,111.237100068357
11,111.32224079950934
12,114.02033074564702
13,112.6079169979387
14,114.12883135372196
15,115.98483706709855
16,122.61193788418149
17,123.62051750009456
18,128.22212202199364
19,128.4336313565751
20,123.11203226065274
21,120.46985369570484
22,119.1396633902659
23,109.8609439222112
