,value
0,90.33412071267178
1,87.20705637344592
2,86.23246964124591
3,90.86742964002276
4,87.96695816033753
5,88.3031353863341
6,93.07230547205523
7,101.06221582561145
8,108.37692939339072
9,107.06201615688671
10,104.36198699995172
11,108.76550539407653
12,106.2869290755694
13,101.1751826246205
14,104.18477609899811
15,106.74254393561397
16,105.63976714410636
17,105.65031731224695
18,109.78224843108828
19,116.9020920661965
20,109.52661335822272
21,109.5594474055015
22,104.32343807276445
23,99.39138401280567
