,value
0,235.91775730895105
1,229.5353533742228
2,230.1485556904367
3,227.30362426750295
4,227.31013070634415
5,230.80153032600563
6,231.38967291000444
7,232.9731622079954
8,239.16818130014903
9,249.0792873777139
10,251.35673778034587
11,262.9756901807175
12,270.2417853880532
13,278.6283311072566
14,281.20372759110245
15,285.4282631893979
16,293.33177731257484
17,288.0948007580337
18,272.98654038726306
19,264.3318704155623
20,262.2811391490586
21,257.28042726331023
22,253.80671151330247
23,248.48576919737965
