,value
0,222.83511305439947
1,216.38851019693348
2,214.6749004527244
3,219.1773507972076
4,217.2893146840927
5,217.48168790801057
6,233.919720117607
7,252.04841657666012
8,258.0774590283374
9,254.8216208105953
10,247.31635795788296
11,246.79915990598911
12,241.37439556295544
13,241.4035703176545
14,233.06427108182243
15,225.51999344368187
16,228.16967149040985
17,228.82671230369897
18,234.9814396071305
19,237.51615753307024
20,236.32561837210716
21,230.93476393211503
22,224.1046153853564
23,218.01287165954395
