,value
0,155.27345520862946
1,152.52316554492552
2,154.88673820041518
3,152.97441877761796
4,151.71744787785858
5,152.9996358204173
6,156.18394045181472
7,155.5077817995629
8,156.398246259604
9,160.41646134751366
10,167.23690685931618
11,169.02079324302164
12,163.98901687464326
13,168.40954513129964
14,164.17724129074173
15,162.16219677705865
16,162.46978946230118
17,172.22433447583126
18,170.57737201617212
19,173.11907798168912
20,172.4186687751259
21,166.65149094915768
22,163.60227461237852
23,160.45734530789213
