,value
0,105.06552010888396
1,104.07435558367776
2,105.25225577413352
3,104.54965100568847
4,105.85914150803032
5,112.3930156087494
6,113.5325462883288
7,117.66300451163563
8,113.41055695334194
9,113.34634900901186
10,108.96011829118514
11,111.37593813476153
12,111.10131545006948
13,111.37690740417486
14,121.04883001893268
15,124.6871753806842
16,120.6628871840566
17,129.55542839009743
18,134.49388614526822
19,139.51174867286005
20,136.1004738552574
21,128.979777866369
22,129.02664252808992
23,119.818395141935
