,value
0,140.0844782704311
1,141.78630593402914
2,149.0571751212182
3,150.91432245453123
4,153.26213629626378
5,158.55184308764134
6,169.12145262356088
7,181.57339531440385
8,181.24676937855364
9,173.05577785662027
10,166.67105048461514
11,160.32387785685245
12,160.7317862342502
13,156.3315090268391
14,150.67624356518198
15,156.49747355442298
16,156.28156840053546
17,158.3859592025039
18,168.37877213281487
19,175.30284540987756
20,180.9856009713217
21,173.26695623024813
22,163.4472694738846
23,159.2135469369875
