,value
0,109.99039738840526
1,107.37139502836727
2,109.78315666042504
3,108.61890311349164
4,110.35717358436364
5,111.94468071408492
6,120.10782728162252
7,120.33904963707424
8,119.2520340931094
9,124.86920469820971
10,125.18561949005117
11,122.76472716023125
12,123.66420389070228
13,125.06506338792892
14,128.9307944530298
15,127.89029811776416
16,132.57503860092575
17,135.46277236396236
18,133.3103908996083
19,137.03315280027482
20,133.36749437296302
21,133.6617406239775
22,133.1549996318207
23,123.23757666754298
