,value
0,131.35302160211788
1,127.734360166693
2,129.8535270176719
3,127.68096486217982
4,127.67669416514217
5,129.22389553064602
6,140.22641027225453
7,149.37417016950957
8,151.6963556934859
9,151.12820342583822
10,143.29612321133595
11,142.5964516163376
12,140.64643837355018
13,139.63244922407705
14,137.20810323311875
15,142.56610185028933
16,138.9487607404261
17,141.44598297161005
18,147.24636059735352
19,149.92576282328835
20,147.1549689914843
21,148.72528972557663
22,137.58311470829966
23,131.30839552147734
