,value
0,215.88911970484764
1,213.39261733358336
2,213.617546151452
3,215.94014095478624
4,215.44994631574983
5,218.59469182142348
6,233.8429296416483
7,247.1008570386425
8,245.4986888809391
9,248.05970583413745
10,236.32339915991415
11,230.55534965166115
12,226.79819695567068
13,224.16022458415696
14,223.7550631221963
15,227.6877159705391
16,226.78417396038083
17,229.8692999029356
18,238.03920293305376
19,240.2467359408608
20,235.9928792505822
21,239.10560422938735
22,234.9205623630056
23,222.4526899711987
