,value
0,119.08218678528308
1,113.80967661668498
2,111.70506906566403
3,116.2510838840102
4,114.68367475554774
5,116.80647043047306
6,119.02800077354703
7,122.96010678915928
8,122.41127698659646
9,125.49785549026616
10,131.152299953296
11,135.32084547044974
12,130.20225650384822
13,128.96889326784537
14,130.58187810385314
15,127.98631357431812
16,126.55893478694352
17,126.66495001957789
18,128.05229924541194
19,126.23085934586526
20,127.18373904541612
21,128.47852031532503
22,126.82431940652135
23,124.62625648650292
