,value
0,202.32499602939993
1,203.0517423510089
2,202.1695317246144
3,203.0928125992239
4,212.9439372416542
5,213.4220115544535
6,220.8003828266016
7,227.74399067657168
8,221.0102488694588
9,217.0898836008377
10,211.1164635803531
11,203.32736634404395
12,203.60977117344677
13,200.2887818127502
14,205.94827668948625
15,205.8764827992514
16,204.31905595778355
17,203.71305809859456
18,212.22412658320337
19,211.0541794848026
20,209.86697992218257
21,213.35408249393177
22,210.6839194794113
23,201.6025581076385
