,value
0,247.03253427503637
1,244.177989436214
2,238.73146054007867
3,236.18717138647483
4,234.69579171906176
5,235.34054691737592
6,236.8714144779024
7,236.38884615690645
8,239.9929560416986
9,245.40867929064547
10,250.5813586167052
11,251.3094443259427
12,253.43964868152392
13,249.73706435709263
14,246.5533190005204
15,244.5967814753422
16,250.9154013846608
17,248.469320039932
18,248.015197626479
19,249.2676767579343
20,246.01749281351928
21,243.33733196961987
22,238.2664458309975
23,233.87407129811612
