,value
0,181.8501445698811
1,177.41146970544003
2,178.33043524064138
3,181.5743262955561
4,182.33768170998505
5,180.51797516896943
6,183.2151530939943
7,184.62849751566844
8,180.87796668879375
9,183.57052334228771
10,188.63165258595956
11,189.5568910292615
12,188.38291058556263
13,178.10284344007036
14,177.50976602393595
15,176.0774166192211
16,178.01839403555107
17,179.60586697465752
18,178.5706721758468
19,179.5849952444015
20,181.5788260398989
21,179.5835354593134
22,175.52915572701016
23,169.70158845939716
