,value
0,118.6086908597904
1,118.054589526268
2,119.30729873371476
3,119.5431097384814
4,120.09275097244452
5,119.52003930118654
6,121.79334951674151
7,123.22178348476208
8,119.80193168746165
9,122.73874958636206
10,120.74156590294083
11,123.6627399326606
12,121.22513342900872
13,122.02678202359338
14,122.78187419512848
15,119.87247149341982
16,120.14355065411372
17,121.84422056579533
18,124.46136382455484
19,127.37706417634038
20,122.20460511399396
21,121.9994886647024
22,121.12310838101126
23,114.54977039577784
