,value
0,106.0099700235196
1,100.24662558980494
2,98.03857622051396
3,97.90342400016203
4,100.7075418781894
5,98.0326420726657
6,98.94935897121574
7,101.8718320595964
8,107.8454707111704
9,108.07552069679885
10,112.86582034923092
11,116.7082126622876
12,118.0421835905877
13,117.4711855355056
14,112.18337049505628
15,110.71759752374156
16,113.02336690624008
17,112.54277311906388
18,113.97727609546376
19,115.87847432345836
20,117.22917603779094
21,115.79673506642074
22,115.1989763663152
23,112.94230318531638
