,value
0,249.59471867469364
1,242.1295188820054
2,241.0530642536655
3,237.2850233215175
4,238.9506032595972
5,236.07911784111695
6,235.45883389982987
7,238.008746060982
8,246.70437721608985
9,257.10648519696286
10,259.9211981625317
11,265.44753544044823
12,267.1091098391187
13,270.32743146227466
14,262.3521282605382
15,262.0347090905691
16,261.25713217630795
17,270.2911693446701
18,270.5630394193879
19,270.6672032332815
20,270.30159486417364
21,269.3431249647547
22,265.2118541562525
23,255.5866801520852
